"id","code_a732","code_cpf6","util_link_a732_cpf6_naf_a732_id"
1,"01.11Z","011111",36
2,"01.11Z","011112",36
3,"01.11Z","011120",36
4,"01.11Z","011131",36
5,"01.11Z","011132",36
6,"01.11Z","011133",36
7,"01.11Z","011141",36
8,"01.11Z","011142",36
9,"01.11Z","011143",36
10,"01.11Z","011149",36
11,"01.11Z","011150",36
12,"01.11Z","011161",36
13,"01.11Z","011162",36
14,"01.11Z","011169",36
15,"01.11Z","011171",36
16,"01.11Z","011172",36
17,"01.11Z","011173",36
18,"01.11Z","011174",36
19,"01.11Z","011175",36
20,"01.11Z","011176",36
21,"01.11Z","011177",36
22,"01.11Z","011179",36
23,"01.11Z","011181",36
24,"01.11Z","011182",36
25,"01.11Z","011191",36
26,"01.11Z","011192",36
27,"01.11Z","011193",36
28,"01.11Z","011194",36
29,"01.11Z","011195",36
30,"01.11Z","011196",36
31,"01.11Z","011199",36
32,"01.12Z","011210",35
33,"01.13Z","011311",37
34,"01.13Z","011312",37
35,"01.13Z","011313",37
36,"01.13Z","011314",37
37,"01.13Z","011315",37
38,"01.13Z","011316",37
39,"01.13Z","011317",37
40,"01.13Z","011319",37
41,"01.13Z","011321",37
42,"01.13Z","011329",37
43,"01.13Z","011331",37
44,"01.13Z","011332",37
45,"01.13Z","011333",37
46,"01.13Z","011334",37
47,"01.13Z","011339",37
48,"01.13Z","011341",37
49,"01.13Z","011342",37
50,"01.13Z","011343",37
51,"01.13Z","011344",37
52,"01.13Z","011349",37
53,"01.13Z","011351",37
54,"01.13Z","011352",37
55,"01.13Z","011353",37
56,"01.13Z","011354",37
57,"01.13Z","011359",37
58,"01.13Z","011360",37
59,"01.13Z","011371",37
60,"01.13Z","011372",37
61,"01.13Z","011380",37
62,"01.13Z","011390",37
63,"01.14Z","011410",38
64,"01.15Z","011510",39
65,"01.16Z","011611",1
66,"01.16Z","011612",1
67,"01.16Z","011619",1
68,"01.19Z","011910",2
69,"01.19Z","011921",2
70,"01.19Z","011922",2
71,"01.19Z","011931",2
72,"01.19Z","011939",2
73,"01.21Z","012111",3
74,"01.21Z","012112",3
75,"01.22Z","012211",4
76,"01.22Z","012212",4
77,"01.22Z","012213",4
78,"01.22Z","012214",4
79,"01.22Z","012219",4
80,"01.23Z","012311",13
81,"01.23Z","012312",13
82,"01.23Z","012313",13
83,"01.23Z","012314",13
84,"01.23Z","012319",13
85,"01.24Z","012410",5
86,"01.24Z","012421",5
87,"01.24Z","012422",5
88,"01.24Z","012423",5
89,"01.24Z","012424",5
90,"01.24Z","012425",5
91,"01.24Z","012426",5
92,"01.24Z","012427",5
93,"01.24Z","012428",5
94,"01.24Z","012429",5
95,"01.25Z","012511",6
96,"01.25Z","012512",6
97,"01.25Z","012513",6
98,"01.25Z","012519",6
99,"01.25Z","012520",6
100,"01.25Z","012531",6
101,"01.25Z","012532",6
102,"01.25Z","012533",6
103,"01.25Z","012534",6
104,"01.25Z","012535",6
105,"01.25Z","012539",6
106,"01.25Z","012590",6
107,"01.26Z","012611",8
108,"01.26Z","012612",8
109,"01.26Z","012620",8
110,"01.26Z","012690",8
111,"01.27Z","012711",9
112,"01.27Z","012712",9
113,"01.27Z","012713",9
114,"01.27Z","012714",9
115,"01.28Z","012811",28
116,"01.28Z","012812",28
117,"01.28Z","012813",28
118,"01.28Z","012814",28
119,"01.28Z","012815",28
120,"01.28Z","012816",28
121,"01.28Z","012817",28
122,"01.28Z","012818",28
123,"01.28Z","012819",28
124,"01.28Z","012820",28
125,"01.28Z","012830",28
126,"01.29Z","012910",7
127,"01.29Z","012920",7
128,"01.29Z","012930",7
129,"01.30Z","013010",19
130,"01.41Z","014110",18
131,"01.41Z","014120",18
132,"01.42Z","014211",17
133,"01.42Z","014212",17
134,"01.42Z","014220",17
135,"01.43Z","014311",16
136,"01.43Z","014312",16
137,"01.44Z","014410",15
138,"01.45Z","014511",14
139,"01.45Z","014512",14
140,"01.45Z","014521",14
141,"01.45Z","014522",14
142,"01.45Z","014530",14
143,"01.46Z","014610",12
144,"01.47Z","014711",11
145,"01.47Z","014712",11
146,"01.47Z","014713",11
147,"01.47Z","014714",11
148,"01.47Z","014721",11
149,"01.47Z","014722",11
150,"01.47Z","014723",11
151,"01.47Z","014724",11
152,"01.49Z","014911",10
153,"01.49Z","014912",10
154,"01.49Z","014913",10
155,"01.49Z","014919",10
156,"01.49Z","014921",10
157,"01.49Z","014922",10
158,"01.49Z","014923",10
159,"01.49Z","014924",10
160,"01.49Z","014925",10
161,"01.49Z","014926",10
162,"01.49Z","014927",10
163,"01.49Z","014928",10
164,"01.49Z","014931",10
165,"01.49Z","014932",10
166,"01.49Z","014939",10
167,"01.50Z","011111",20
168,"01.50Z","011112",20
169,"01.50Z","011120",20
170,"01.50Z","011131",20
171,"01.50Z","011132",20
172,"01.50Z","011133",20
173,"01.50Z","011141",20
174,"01.50Z","011142",20
175,"01.50Z","011143",20
176,"01.50Z","011149",20
177,"01.50Z","011150",20
178,"01.50Z","011161",20
179,"01.50Z","011162",20
180,"01.50Z","011169",20
181,"01.50Z","011171",20
182,"01.50Z","011172",20
183,"01.50Z","011173",20
184,"01.50Z","011174",20
185,"01.50Z","011175",20
186,"01.50Z","011176",20
187,"01.50Z","011177",20
188,"01.50Z","011179",20
189,"01.50Z","011181",20
190,"01.50Z","011182",20
191,"01.50Z","011191",20
192,"01.50Z","011192",20
193,"01.50Z","011193",20
194,"01.50Z","011194",20
195,"01.50Z","011195",20
196,"01.50Z","011196",20
197,"01.50Z","011199",20
198,"01.50Z","011210",20
199,"01.50Z","011311",20
200,"01.50Z","011312",20
201,"01.50Z","011313",20
202,"01.50Z","011314",20
203,"01.50Z","011315",20
204,"01.50Z","011316",20
205,"01.50Z","011317",20
206,"01.50Z","011319",20
207,"01.50Z","011321",20
208,"01.50Z","011329",20
209,"01.50Z","011342",20
210,"01.50Z","011343",20
211,"01.50Z","011344",20
212,"01.50Z","011349",20
213,"01.50Z","011351",20
214,"01.50Z","011352",20
215,"01.50Z","011353",20
216,"01.50Z","011354",20
217,"01.50Z","011359",20
218,"01.50Z","011360",20
219,"01.50Z","011371",20
220,"01.50Z","011372",20
221,"01.50Z","011380",20
222,"01.50Z","011390",20
223,"01.50Z","011410",20
224,"01.50Z","011510",20
225,"01.50Z","011611",20
226,"01.50Z","011612",20
227,"01.50Z","011619",20
228,"01.50Z","011910",20
229,"01.50Z","011921",20
230,"01.50Z","011922",20
231,"01.50Z","011931",20
232,"01.50Z","011939",20
233,"01.50Z","012111",20
234,"01.50Z","012112",20
235,"01.50Z","012211",20
236,"01.50Z","012212",20
237,"01.50Z","012213",20
238,"01.50Z","012214",20
239,"01.50Z","012219",20
240,"01.50Z","012311",20
241,"01.50Z","012312",20
242,"01.50Z","012313",20
243,"01.50Z","012314",20
244,"01.50Z","012319",20
245,"01.50Z","012410",20
246,"01.50Z","012421",20
247,"01.50Z","012422",20
248,"01.50Z","012423",20
249,"01.50Z","012424",20
250,"01.50Z","012425",20
251,"01.50Z","012426",20
252,"01.50Z","012427",20
253,"01.50Z","012428",20
254,"01.50Z","012429",20
255,"01.50Z","012511",20
256,"01.50Z","012512",20
257,"01.50Z","012513",20
258,"01.50Z","012519",20
259,"01.50Z","012520",20
260,"01.50Z","012531",20
261,"01.50Z","012532",20
262,"01.50Z","012533",20
263,"01.50Z","012534",20
264,"01.50Z","012535",20
265,"01.50Z","012539",20
266,"01.50Z","012590",20
267,"01.50Z","012611",20
268,"01.50Z","012612",20
269,"01.50Z","012620",20
270,"01.50Z","012690",20
271,"01.50Z","012711",20
272,"01.50Z","012712",20
273,"01.50Z","012713",20
274,"01.50Z","012714",20
275,"01.50Z","012811",20
276,"01.50Z","012812",20
277,"01.50Z","012813",20
278,"01.50Z","012814",20
279,"01.50Z","012815",20
280,"01.50Z","012816",20
281,"01.50Z","012817",20
282,"01.50Z","012818",20
283,"01.50Z","012819",20
284,"01.50Z","012820",20
285,"01.50Z","012830",20
286,"01.50Z","012910",20
287,"01.50Z","012920",20
288,"01.50Z","012930",20
289,"01.50Z","013010",20
290,"01.50Z","014110",20
291,"01.50Z","014120",20
292,"01.50Z","014211",20
293,"01.50Z","014212",20
294,"01.50Z","014220",20
295,"01.50Z","014311",20
296,"01.50Z","014312",20
297,"01.50Z","014410",20
298,"01.50Z","014511",20
299,"01.50Z","014512",20
300,"01.50Z","014521",20
301,"01.50Z","014522",20
302,"01.50Z","014530",20
303,"01.50Z","014610",20
304,"01.50Z","014711",20
305,"01.50Z","014712",20
306,"01.50Z","014713",20
307,"01.50Z","014714",20
308,"01.50Z","014721",20
309,"01.50Z","014722",20
310,"01.50Z","014723",20
311,"01.50Z","014724",20
312,"01.50Z","014911",20
313,"01.50Z","014912",20
314,"01.50Z","014913",20
315,"01.50Z","014919",20
316,"01.50Z","014921",20
317,"01.50Z","014922",20
318,"01.50Z","014923",20
319,"01.50Z","014924",20
320,"01.50Z","014925",20
321,"01.50Z","014926",20
322,"01.50Z","014927",20
323,"01.50Z","014928",20
324,"01.50Z","014931",20
325,"01.50Z","014932",20
326,"01.50Z","014939",20
327,"01.50Z","011331",20
328,"01.50Z","011332",20
329,"01.50Z","011333",20
330,"01.50Z","011334",20
331,"01.50Z","011339",20
332,"01.50Z","011341",20
333,"01.61Z","016110",21
334,"01.62Z","016210",22
335,"01.63Z","016310",23
336,"01.64Z","016410",24
337,"01.70Z","017010",25
338,"02.10Z","021011",26
339,"02.10Z","021012",26
340,"02.10Z","021020",26
341,"02.10Z","021030",26
342,"02.20Z","022011",27
343,"02.20Z","022012",27
344,"02.20Z","022013",27
345,"02.20Z","022014",27
346,"02.20Z","022015",27
347,"02.30Z","023011",29
348,"02.30Z","023012",29
349,"02.30Z","023020",29
350,"02.30Z","023030",29
351,"02.30Z","023040",29
352,"02.40Z","024010",30
353,"03.11Z","030011",31
354,"03.11Z","030013",31
355,"03.11Z","030021",31
356,"03.11Z","030031",31
357,"03.11Z","030041",31
358,"03.11Z","030042",31
359,"03.11Z","030046",31
360,"03.11Z","030051",31
361,"03.11Z","030061",31
362,"03.11Z","030062",31
363,"03.11Z","030063",31
364,"03.11Z","030065",31
365,"03.11Z","030069",31
366,"03.11Z","030071",31
367,"03.11Z","030072",31
368,"03.12Z","030011",32
369,"03.12Z","030013",32
370,"03.12Z","030022",32
371,"03.12Z","030031",32
372,"03.12Z","030041",32
373,"03.12Z","030042",32
374,"03.12Z","030046",32
375,"03.12Z","030051",32
376,"03.12Z","030061",32
377,"03.12Z","030062",32
378,"03.12Z","030063",32
379,"03.12Z","030065",32
380,"03.12Z","030069",32
381,"03.12Z","030071",32
382,"03.12Z","030072",32
383,"03.21Z","030012",33
384,"03.21Z","030014",33
385,"03.21Z","030023",33
386,"03.21Z","030032",33
387,"03.21Z","030043",33
388,"03.21Z","030044",33
389,"03.21Z","030045",33
390,"03.21Z","030052",33
391,"03.21Z","030061",33
392,"03.21Z","030064",33
393,"03.21Z","030066",33
394,"03.21Z","030069",33
395,"03.21Z","030071",33
396,"03.21Z","030072",33
397,"03.22Z","030012",34
398,"03.22Z","030014",34
399,"03.22Z","030024",34
400,"03.22Z","030032",34
401,"03.22Z","030043",34
402,"03.22Z","030044",34
403,"03.22Z","030045",34
404,"03.22Z","030052",34
405,"03.22Z","030061",34
406,"03.22Z","030064",34
407,"03.22Z","030066",34
408,"03.22Z","030069",34
409,"03.22Z","030071",34
410,"03.22Z","030072",34
411,"05.10Z","051010",44
412,"05.20Z","052010",45
413,"06.10Z","061010",54
414,"06.10Z","061020",54
415,"06.20Z","062010",53
416,"07.10Z","071010",52
417,"07.21Z","072110",51
418,"07.29Z","072911",50
419,"07.29Z","072912",50
420,"07.29Z","072913",50
421,"07.29Z","072914",50
422,"07.29Z","072915",50
423,"07.29Z","072919",50
424,"08.11Z","081111",48
425,"08.11Z","081112",48
426,"08.11Z","081120",48
427,"08.11Z","081130",48
428,"08.11Z","081140",48
429,"08.12Z","081211",47
430,"08.12Z","081212",47
431,"08.12Z","081213",47
432,"08.12Z","081221",47
433,"08.12Z","081222",47
434,"08.91Z","089111",46
435,"08.91Z","089112",46
436,"08.91Z","089119",46
437,"08.92Z","089210",42
438,"08.93Z","089310",43
439,"08.99Z","089910",49
440,"08.99Z","089921",49
441,"08.99Z","089922",49
442,"08.99Z","089929",49
443,"09.10Z","091011",41
444,"09.10Z","091012",41
445,"09.10Z","091013",41
446,"09.90Z","099011",40
447,"09.90Z","099019",40
448,"10.11Z","101111",269
449,"10.11Z","101112",269
450,"10.11Z","101113",269
451,"10.11Z","101114",269
452,"10.11Z","101115",269
453,"10.11Z","101120",269
454,"10.11Z","101131",269
455,"10.11Z","101132",269
456,"10.11Z","101133",269
457,"10.11Z","101134",269
458,"10.11Z","101135",269
459,"10.11Z","101139",269
460,"10.11Z","101141",269
461,"10.11Z","101142",269
462,"10.11Z","101143",269
463,"10.11Z","101144",269
464,"10.11Z","101145",269
465,"10.11Z","101150",269
466,"10.11Z","101160",269
467,"10.11Z","101199",269
468,"10.12Z","101210",270
469,"10.12Z","101220",270
470,"10.12Z","101230",270
471,"10.12Z","101240",270
472,"10.12Z","101250",270
473,"10.12Z","101299",270
474,"10.13A","101311",271
475,"10.13A","101312",271
476,"10.13A","101313",271
477,"10.13A","101314",271
478,"10.13A","101315",271
479,"10.13A","101316",271
480,"10.13A","101391",271
481,"10.13A","101399",271
482,"10.13B","101311",272
483,"10.13B","101312",272
484,"10.13B","101313",272
485,"10.13B","101314",272
486,"10.13B","101315",272
487,"10.13B","101391",272
488,"10.20Z","102011",273
489,"10.20Z","102012",273
490,"10.20Z","102013",273
491,"10.20Z","102014",273
492,"10.20Z","102015",273
493,"10.20Z","102016",273
494,"10.20Z","102021",273
495,"10.20Z","102022",273
496,"10.20Z","102023",273
497,"10.20Z","102024",273
498,"10.20Z","102025",273
499,"10.20Z","102026",273
500,"10.20Z","102031",273
501,"10.20Z","102032",273
502,"10.20Z","102033",273
503,"10.20Z","102034",273
504,"10.20Z","102041",273
505,"10.20Z","102042",273
506,"10.20Z","102091",273
507,"10.20Z","102099",273
508,"10.31Z","103111",274
509,"10.31Z","103112",274
510,"10.31Z","103113",274
511,"10.31Z","103114",274
512,"10.31Z","103191",274
513,"10.31Z","103199",274
514,"10.32Z","103211",275
515,"10.32Z","103212",275
516,"10.32Z","103213",275
517,"10.32Z","103214",275
518,"10.32Z","103215",275
519,"10.32Z","103216",275
520,"10.32Z","103217",275
521,"10.32Z","103219",275
522,"10.32Z","103299",275
523,"10.39A","103911",276
524,"10.39A","103912",276
525,"10.39A","103913",276
526,"10.39A","103914",276
527,"10.39A","103915",276
528,"10.39A","103916",276
529,"10.39A","103917",276
530,"10.39A","103918",276
531,"10.39A","103930",276
532,"10.39A","103991",276
533,"10.39A","103999",276
534,"10.39B","103914",277
535,"10.39B","103921",277
536,"10.39B","103922",277
537,"10.39B","103923",277
538,"10.39B","103924",277
539,"10.39B","103925",277
540,"10.39B","103929",277
541,"10.39B","103930",277
542,"10.39B","103991",277
543,"10.39B","103999",277
544,"10.41A","104111",278
545,"10.41A","104112",278
546,"10.41A","104119",278
547,"10.41A","104121",278
548,"10.41A","104122",278
549,"10.41A","104123",278
550,"10.41A","104124",278
551,"10.41A","104125",278
552,"10.41A","104129",278
553,"10.41A","104130",278
554,"10.41A","104141",278
555,"10.41A","104142",278
556,"10.41A","104199",278
557,"10.41B","104151",279
558,"10.41B","104152",279
559,"10.41B","104153",279
560,"10.41B","104154",279
561,"10.41B","104155",279
562,"10.41B","104156",279
563,"10.41B","104157",279
564,"10.41B","104158",279
565,"10.41B","104159",279
566,"10.41B","104160",279
567,"10.41B","104171",279
568,"10.41B","104172",279
569,"10.41B","104199",279
570,"10.42Z","104210",280
571,"10.42Z","104299",280
572,"10.51A","105111",281
573,"10.51A","105112",281
574,"10.51A","105152",281
575,"10.51A","105199",281
576,"10.51B","105130",282
577,"10.51B","105199",282
578,"10.51C","105140",283
579,"10.51C","105199",283
580,"10.51D","105121",284
581,"10.51D","105122",284
582,"10.51D","105151",284
583,"10.51D","105153",284
584,"10.51D","105154",284
585,"10.51D","105155",284
586,"10.51D","105156",284
587,"10.51D","105199",284
588,"10.52Z","105210",285
589,"10.52Z","105299",285
590,"10.61A","106121",286
591,"10.61A","106122",286
592,"10.61A","106123",286
593,"10.61A","106124",286
594,"10.61A","106140",286
595,"10.61B","106111",287
596,"10.61B","106112",287
597,"10.61B","106123",287
598,"10.61B","106131",287
599,"10.61B","106132",287
600,"10.61B","106133",287
601,"10.61B","106199",287
602,"10.62Z","106211",288
603,"10.62Z","106212",288
604,"10.62Z","106213",288
605,"10.62Z","106214",288
606,"10.62Z","106220",288
607,"10.62Z","106299",288
608,"10.71A","107111",289
609,"10.71A","107112",289
610,"10.71A","107199",289
611,"10.71B","107111",267
612,"10.71B","107112",267
613,"10.71B","107199",267
614,"10.71C","107111",290
615,"10.71C","107112",290
616,"10.71C","107199",290
617,"10.71D","107112",291
618,"10.71D","107199",291
619,"10.72Z","107211",292
620,"10.72Z","107212",292
621,"10.72Z","107219",292
622,"10.72Z","107299",292
623,"10.73Z","107311",293
624,"10.73Z","107312",293
625,"10.73Z","107399",293
626,"10.81Z","108111",294
627,"10.81Z","108112",294
628,"10.81Z","108113",294
629,"10.81Z","108114",294
630,"10.81Z","108120",294
631,"10.81Z","108199",294
632,"10.82Z","108211",295
633,"10.82Z","108212",295
634,"10.82Z","108213",295
635,"10.82Z","108214",295
636,"10.82Z","108221",295
637,"10.82Z","108222",295
638,"10.82Z","108223",295
639,"10.82Z","108224",295
640,"10.82Z","108230",295
641,"10.82Z","108299",295
642,"10.83Z","108311",296
643,"10.83Z","108312",296
644,"10.83Z","108313",296
645,"10.83Z","108314",296
646,"10.83Z","108315",296
647,"10.83Z","108399",296
648,"10.84Z","108411",297
649,"10.84Z","108412",297
650,"10.84Z","108421",297
651,"10.84Z","108422",297
652,"10.84Z","108423",297
653,"10.84Z","108430",297
654,"10.84Z","108499",297
655,"10.85Z","108511",298
656,"10.85Z","108512",298
657,"10.85Z","108513",298
658,"10.85Z","108514",298
659,"10.85Z","108519",298
660,"10.85Z","108599",298
661,"10.86Z","108610",299
662,"10.86Z","108699",299
663,"10.89Z","108911",300
664,"10.89Z","108912",300
665,"10.89Z","108913",300
666,"10.89Z","108914",300
667,"10.89Z","108915",300
668,"10.89Z","108916",300
669,"10.89Z","108917",300
670,"10.89Z","108919",300
671,"10.89Z","108999",300
672,"10.91Z","109110",301
673,"10.91Z","109120",301
674,"10.91Z","109199",301
675,"10.92Z","109210",302
676,"10.92Z","109299",302
677,"11.01Z","110110",303
678,"11.01Z","110199",303
679,"11.02A","110211",304
680,"11.02A","110299",304
681,"11.02B","110212",305
682,"11.02B","110220",305
683,"11.02B","110299",305
684,"11.03Z","110310",261
685,"11.03Z","110399",261
686,"11.04Z","110410",262
687,"11.04Z","110499",262
688,"11.05Z","110510",263
689,"11.05Z","110520",263
690,"11.05Z","110599",263
691,"11.06Z","110610",264
692,"11.06Z","110699",264
693,"11.07A","110711",265
694,"11.07A","110799",265
695,"11.07B","110719",266
696,"11.07B","110799",266
697,"12.00Z","120011",268
698,"12.00Z","120012",268
699,"12.00Z","120019",268
700,"12.00Z","120020",268
701,"12.00Z","120099",268
702,"13.10Z","131010",109
703,"13.10Z","131021",109
704,"13.10Z","131022",109
705,"13.10Z","131023",109
706,"13.10Z","131024",109
707,"13.10Z","131025",109
708,"13.10Z","131026",109
709,"13.10Z","131029",109
710,"13.10Z","131031",109
711,"13.10Z","131032",109
712,"13.10Z","131040",109
713,"13.10Z","131050",109
714,"13.10Z","131061",109
715,"13.10Z","131062",109
716,"13.10Z","131071",109
717,"13.10Z","131072",109
718,"13.10Z","131081",109
719,"13.10Z","131082",109
720,"13.10Z","131083",109
721,"13.10Z","131084",109
722,"13.10Z","131085",109
723,"13.10Z","131091",109
724,"13.10Z","131092",109
725,"13.10Z","131093",109
726,"13.10Z","131099",109
727,"13.20Z","132011",110
728,"13.20Z","132012",110
729,"13.20Z","132013",110
730,"13.20Z","132014",110
731,"13.20Z","132019",110
732,"13.20Z","132020",110
733,"13.20Z","132031",110
734,"13.20Z","132032",110
735,"13.20Z","132033",110
736,"13.20Z","132041",110
737,"13.20Z","132042",110
738,"13.20Z","132043",110
739,"13.20Z","132044",110
740,"13.20Z","132045",110
741,"13.20Z","132046",110
742,"13.20Z","132050",110
743,"13.20Z","132099",110
744,"13.30Z","133011",111
745,"13.30Z","133012",111
746,"13.30Z","133013",111
747,"13.91Z","139111",112
748,"13.91Z","139119",112
749,"13.91Z","139199",112
750,"13.92Z","139211",113
751,"13.92Z","139212",113
752,"13.92Z","139213",113
753,"13.92Z","139214",113
754,"13.92Z","139215",113
755,"13.92Z","139216",113
756,"13.92Z","139221",113
757,"13.92Z","139222",113
758,"13.92Z","139223",113
759,"13.92Z","139224",113
760,"13.92Z","139229",113
761,"13.92Z","139299",113
762,"13.93Z","139311",114
763,"13.93Z","139312",114
764,"13.93Z","139313",114
765,"13.93Z","139319",114
766,"13.93Z","139399",114
767,"13.94Z","139411",115
768,"13.94Z","139412",115
769,"13.94Z","139420",115
770,"13.94Z","139499",115
771,"13.95Z","139510",116
772,"13.95Z","139599",116
773,"13.96Z","139611",117
774,"13.96Z","139612",117
775,"13.96Z","139613",117
776,"13.96Z","139614",117
777,"13.96Z","139615",117
778,"13.96Z","139616",117
779,"13.96Z","139617",117
780,"13.96Z","139699",117
781,"13.99Z","139911",118
782,"13.99Z","139912",118
783,"13.99Z","139913",118
784,"13.99Z","139914",118
785,"13.99Z","139915",118
786,"13.99Z","139916",118
787,"13.99Z","139919",118
788,"13.99Z","139999",118
789,"14.11Z","141110",119
790,"14.11Z","141199",119
791,"14.12Z","141211",120
792,"14.12Z","141212",120
793,"14.12Z","141221",120
794,"14.12Z","141222",120
795,"14.12Z","141230",120
796,"14.12Z","141299",120
797,"14.13Z","141311",121
798,"14.13Z","141312",121
799,"14.13Z","141313",121
800,"14.13Z","141314",121
801,"14.13Z","141321",121
802,"14.13Z","141322",121
803,"14.13Z","141323",121
804,"14.13Z","141324",121
805,"14.13Z","141331",121
806,"14.13Z","141332",121
807,"14.13Z","141333",121
808,"14.13Z","141334",121
809,"14.13Z","141335",121
810,"14.13Z","141340",121
811,"14.13Z","141399",121
812,"14.14Z","141411",122
813,"14.14Z","141412",122
814,"14.14Z","141413",122
815,"14.14Z","141414",122
816,"14.14Z","141421",122
817,"14.14Z","141422",122
818,"14.14Z","141423",122
819,"14.14Z","141424",122
820,"14.14Z","141425",122
821,"14.14Z","141430",122
822,"14.14Z","141499",122
823,"14.19Z","141911",123
824,"14.19Z","141912",123
825,"14.19Z","141913",123
826,"14.19Z","141919",123
827,"14.19Z","141921",123
828,"14.19Z","141922",123
829,"14.19Z","141923",123
830,"14.19Z","141931",123
831,"14.19Z","141932",123
832,"14.19Z","141941",123
833,"14.19Z","141942",123
834,"14.19Z","141943",123
835,"14.19Z","141999",123
836,"14.20Z","142010",124
837,"14.20Z","142099",124
838,"14.31Z","143110",106
839,"14.31Z","143199",106
840,"14.39Z","143910",126
841,"14.39Z","143999",126
842,"15.11Z","151110",125
843,"15.11Z","151121",125
844,"15.11Z","151122",125
845,"15.11Z","151131",125
846,"15.11Z","151132",125
847,"15.11Z","151133",125
848,"15.11Z","151141",125
849,"15.11Z","151142",125
850,"15.11Z","151143",125
851,"15.11Z","151151",125
852,"15.11Z","151152",125
853,"15.11Z","151199",125
854,"15.12Z","151211",108
855,"15.12Z","151212",108
856,"15.12Z","151213",108
857,"15.12Z","151219",108
858,"15.12Z","151299",108
859,"15.20Z","152011",107
860,"15.20Z","152012",107
861,"15.20Z","152013",107
862,"15.20Z","152014",107
863,"15.20Z","152021",107
864,"15.20Z","152029",107
865,"15.20Z","152031",107
866,"15.20Z","152032",107
867,"15.20Z","152040",107
868,"15.20Z","152099",107
869,"16.10A","161011",128
870,"16.10A","161012",128
871,"16.10A","161013",128
872,"16.10A","161021",128
873,"16.10A","161022",128
874,"16.10A","161023",128
875,"16.10A","161024",128
876,"16.10A","161025",128
877,"16.10A","161031",128
878,"16.10A","161032",128
879,"16.10A","161039",128
880,"16.10A","161099",128
881,"16.10B","161091",129
882,"16.21Z","162111",130
883,"16.21Z","162112",130
884,"16.21Z","162113",130
885,"16.21Z","162114",130
886,"16.21Z","162115",130
887,"16.21Z","162116",130
888,"16.21Z","162117",130
889,"16.21Z","162118",130
890,"16.21Z","162121",130
891,"16.21Z","162122",130
892,"16.21Z","162123",130
893,"16.21Z","162124",130
894,"16.21Z","162191",130
895,"16.21Z","162199",130
896,"16.22Z","162210",131
897,"16.22Z","162299",131
898,"16.23Z","162311",132
899,"16.23Z","162312",132
900,"16.23Z","162319",132
901,"16.23Z","162320",132
902,"16.23Z","162399",132
903,"16.24Z","162411",133
904,"16.24Z","162412",133
905,"16.24Z","162413",133
906,"16.24Z","162499",133
907,"16.29Z","162911",134
908,"16.29Z","162912",134
909,"16.29Z","162913",134
910,"16.29Z","162914",134
911,"16.29Z","162915",134
912,"16.29Z","162921",134
913,"16.29Z","162922",134
914,"16.29Z","162923",134
915,"16.29Z","162924",134
916,"16.29Z","162925",134
917,"16.29Z","162991",134
918,"16.29Z","162999",134
919,"17.11Z","171111",135
920,"17.11Z","171112",135
921,"17.11Z","171113",135
922,"17.11Z","171114",135
923,"17.11Z","171199",135
924,"17.12Z","171211",136
925,"17.12Z","171212",136
926,"17.12Z","171213",136
927,"17.12Z","171214",136
928,"17.12Z","171220",136
929,"17.12Z","171231",136
930,"17.12Z","171232",136
931,"17.12Z","171233",136
932,"17.12Z","171234",136
933,"17.12Z","171235",136
934,"17.12Z","171241",136
935,"17.12Z","171242",136
936,"17.12Z","171243",136
937,"17.12Z","171244",136
938,"17.12Z","171251",136
939,"17.12Z","171259",136
940,"17.12Z","171260",136
941,"17.12Z","171271",136
942,"17.12Z","171272",136
943,"17.12Z","171273",136
944,"17.12Z","171274",136
945,"17.12Z","171275",136
946,"17.12Z","171276",136
947,"17.12Z","171277",136
948,"17.12Z","171278",136
949,"17.12Z","171279",136
950,"17.12Z","171299",136
951,"17.21A","172111",137
952,"17.21A","172113",137
953,"17.21A","172199",137
954,"17.21B","172114",138
955,"17.21B","172115",138
956,"17.21B","172199",138
957,"17.21C","172112",139
958,"17.21C","172199",139
959,"17.22Z","172211",127
960,"17.22Z","172212",127
961,"17.22Z","172213",127
962,"17.22Z","172299",127
963,"17.23Z","172311",140
964,"17.23Z","172312",140
965,"17.23Z","172313",140
966,"17.23Z","172314",140
967,"17.23Z","172399",140
968,"17.24Z","172411",141
969,"17.24Z","172412",141
970,"17.24Z","172499",141
971,"17.29Z","172911",142
972,"17.29Z","172912",142
973,"17.29Z","172919",142
974,"17.29Z","172999",142
975,"18.11Z","181110",143
976,"18.12Z","181211",144
977,"18.12Z","181212",144
978,"18.12Z","181213",144
979,"18.12Z","181214",144
980,"18.12Z","181215",144
981,"18.12Z","181216",144
982,"18.12Z","181219",144
983,"18.13Z","181310",145
984,"18.13Z","181320",145
985,"18.13Z","181330",145
986,"18.14Z","181410",146
987,"18.20Z","182010",147
988,"18.20Z","182020",147
989,"18.20Z","182030",147
990,"19.10Z","191010",307
991,"19.10Z","191020",307
992,"19.10Z","191030",307
993,"19.10Z","191099",307
994,"19.20Z","192011",306
995,"19.20Z","192012",306
996,"19.20Z","192013",306
997,"19.20Z","192021",306
998,"19.20Z","192022",306
999,"19.20Z","192023",306
1000,"19.20Z","192024",306
1001,"19.20Z","192025",306
1002,"19.20Z","192026",306
1003,"19.20Z","192027",306
1004,"19.20Z","192028",306
1005,"19.20Z","192029",306
1006,"19.20Z","192031",306
