"id","code_a732","code_cpf6","util_link_a732_cpf6_naf_a732_id"
3748,"61.10Z","611012",548
3749,"61.10Z","611013",548
3750,"61.10Z","611020",548
3751,"61.10Z","611030",548
3752,"61.10Z","611041",548
3753,"61.10Z","611042",548
3754,"61.10Z","611043",548
3755,"61.10Z","611049",548
3756,"61.10Z","611051",548
3757,"61.10Z","611052",548
3758,"61.10Z","611053",548
3759,"61.20Z","612011",547
3760,"61.20Z","612012",547
3761,"61.20Z","612013",547
3762,"61.20Z","612014",547
3763,"61.20Z","612020",547
3764,"61.20Z","612030",547
3765,"61.20Z","612041",547
3766,"61.20Z","612042",547
3767,"61.20Z","612049",547
3768,"61.20Z","612050",547
3769,"61.30Z","613010",546
3770,"61.30Z","613020",546
3771,"61.90Z","619010",549
3772,"62.01Z","620111",550
3773,"62.01Z","620112",550
3774,"62.01Z","620121",550
3775,"62.01Z","620129",550
3776,"62.02A","620210",551
3777,"62.02A","620220",551
3778,"62.02B","620230",552
3779,"62.03Z","620311",553
3780,"62.03Z","620312",553
3781,"62.09Z","620910",554
3782,"62.09Z","620920",554
3783,"63.11Z","631111",555
3784,"63.11Z","631112",555
3785,"63.11Z","631113",555
3786,"63.11Z","631119",555
3787,"63.11Z","631120",555
3788,"63.12Z","631210",558
3789,"63.12Z","631220",558
3790,"63.91Z","639111",556
3791,"63.91Z","639112",556
3792,"63.99Z","639910",557
3793,"63.99Z","639920",557
3794,"64.11Z","641110",564
3795,"64.19Z","641911",559
3796,"64.19Z","641912",559
3797,"64.19Z","641921",559
3798,"64.19Z","641922",559
3799,"64.19Z","641923",559
3800,"64.19Z","641924",559
3801,"64.19Z","641925",559
3802,"64.19Z","641926",559
3803,"64.19Z","641929",559
3804,"64.19Z","641930",559
3805,"64.20Z","642010",560
3806,"64.30Z","643010",561
3807,"64.91Z","649110",562
3808,"64.92Z","649211",563
3809,"64.92Z","649212",563
3810,"64.92Z","649213",563
3811,"64.92Z","649214",563
3812,"64.92Z","649215",563
3813,"64.92Z","649216",563
3814,"64.92Z","649219",563
3815,"64.99Z","649911",565
3816,"64.99Z","649919",565
3817,"65.11Z","651110",566
3818,"65.12Z","651211",567
3819,"65.12Z","651212",567
3820,"65.12Z","651221",567
3821,"65.12Z","651229",567
3822,"65.12Z","651231",567
3823,"65.12Z","651232",567
3824,"65.12Z","651233",567
3825,"65.12Z","651234",567
3826,"65.12Z","651235",567
3827,"65.12Z","651236",567
3828,"65.12Z","651241",567
3829,"65.12Z","651249",567
3830,"65.12Z","651250",567
3831,"65.12Z","651261",567
3832,"65.12Z","651262",567
3833,"65.12Z","651271",567
3834,"65.12Z","651272",567
3835,"65.12Z","651273",567
3836,"65.12Z","651290",567
3837,"65.20Z","652011",568
3838,"65.20Z","652012",568
3839,"65.20Z","652013",568
3840,"65.20Z","652021",568
3841,"65.20Z","652022",568
3842,"65.20Z","652023",568
3843,"65.20Z","652024",568
3844,"65.20Z","652025",568
3845,"65.20Z","652031",568
3846,"65.20Z","652032",568
3847,"65.20Z","652041",568
3848,"65.20Z","652042",568
3849,"65.20Z","652050",568
3850,"65.20Z","652060",568
3851,"65.30Z","653011",569
3852,"65.30Z","653012",569
3853,"66.11Z","661111",570
3854,"66.11Z","661112",570
3855,"66.11Z","661119",570
3856,"66.12Z","661211",571
3857,"66.12Z","661212",571
3858,"66.12Z","661213",571
3859,"66.19B","661910",573
3860,"66.19B","661921",573
3861,"66.19B","661922",573
3862,"66.19B","661929",573
3863,"66.19B","661931",573
3864,"66.19B","661932",573
3865,"66.19B","661991",573
3866,"66.19B","661992",573
3867,"66.19B","661999",573
3868,"66.21Z","662110",574
3869,"66.22Z","662210",575
3870,"66.29Z","662911",576
3871,"66.29Z","662919",576
3872,"66.30Z","663011",577
3873,"66.30Z","663012",577
3874,"68.10Z","681011",578
3875,"68.10Z","681012",578
3876,"68.10Z","681013",578
3877,"68.10Z","681014",578
3878,"68.10Z","681015",578
3879,"68.20A","682011",579
3880,"68.20B","682012",580
3881,"68.31Z","683111",581
3882,"68.31Z","683112",581
3883,"68.31Z","683113",581
3884,"68.31Z","683114",581
3885,"68.31Z","683115",581
3886,"68.31Z","683116",581
3887,"68.32A","683211",582
3888,"68.32A","683212",582
3889,"68.32A","683213",582
3890,"69.10Z","691011",584
3891,"69.10Z","691012",584
3892,"69.10Z","691013",584
3893,"69.10Z","691014",584
3894,"69.10Z","691015",584
3895,"69.10Z","691016",584
3896,"69.10Z","691017",584
3897,"69.10Z","691018",584
3898,"69.10Z","691019",584
3899,"69.20Z","692010",585
3900,"69.20Z","692021",585
3901,"69.20Z","692022",585
3902,"69.20Z","692023",585
3903,"69.20Z","692024",585
3904,"69.20Z","692029",585
3905,"69.20Z","692031",585
3906,"69.20Z","692032",585
3907,"69.20Z","692040",585
3908,"70.10Z","701010",586
3909,"70.21Z","702110",587
3910,"70.22Z","702211",588
3911,"70.22Z","702212",588
3912,"70.22Z","702213",588
3913,"70.22Z","702214",588
3914,"70.22Z","702215",588
3915,"70.22Z","702216",588
3916,"70.22Z","702217",588
3917,"70.22Z","702220",588
3918,"70.22Z","702230",588
3919,"71.11Z","711110",589
3920,"71.11Z","711121",589
3921,"71.11Z","711122",589
3922,"71.11Z","711123",589
3923,"71.11Z","711124",589
3924,"71.11Z","711131",589
3925,"71.11Z","711132",589
3926,"71.11Z","711133",589
3927,"71.11Z","711141",589
3928,"71.11Z","711142",589
3929,"71.12A","711234",590
3930,"71.12B","711211",591
3931,"71.12B","711212",591
3932,"71.12B","711213",591
3933,"71.12B","711214",591
3934,"71.12B","711215",591
3935,"71.12B","711216",591
3936,"71.12B","711217",591
3937,"71.12B","711218",591
3938,"71.12B","711219",591
3939,"71.12B","711220",591
3940,"71.12B","711231",591
3941,"71.12B","711232",591
3942,"71.12B","711233",591
3943,"71.12B","711234",591
3944,"71.12B","711235",591
3945,"71.20A","712014",592
3946,"71.20B","712011",593
3947,"71.20B","712012",593
3948,"71.20B","712013",593
3949,"71.20B","712019",593
3950,"72.11Z","720011",594
3951,"72.11Z","720012",594
3952,"72.11Z","720013",594
3953,"72.11Z","720020",594
3954,"72.11Z","721111",594
3955,"72.11Z","721112",594
3956,"72.11Z","721113",594
3957,"72.11Z","721121",594
3958,"72.11Z","721122",594
3959,"72.11Z","721123",594
3960,"72.11Z","721131",594
3961,"72.11Z","721132",594
3962,"72.11Z","721133",594
3963,"72.11Z","721140",594
3964,"72.19Z","720011",595
3965,"72.19Z","720012",595
3966,"72.19Z","720013",595
3967,"72.19Z","720020",595
3968,"72.19Z","721911",595
3969,"72.19Z","721912",595
3970,"72.19Z","721913",595
3971,"72.19Z","721921",595
3972,"72.19Z","721922",595
3973,"72.19Z","721923",595
3974,"72.19Z","721931",595
3975,"72.19Z","721932",595
3976,"72.19Z","721933",595
3977,"72.19Z","721941",595
3978,"72.19Z","721942",595
3979,"72.19Z","721943",595
3980,"72.19Z","721951",595
3981,"72.19Z","721952",595
3982,"72.19Z","721953",595
3983,"72.19Z","721961",595
3984,"72.19Z","721962",595
3985,"72.19Z","721963",595
3986,"72.19Z","721970",595
3987,"72.20Z","720011",596
3988,"72.20Z","720012",596
3989,"72.20Z","720013",596
3990,"72.20Z","720020",596
3991,"72.20Z","722011",596
3992,"72.20Z","722012",596
3993,"72.20Z","722013",596
3994,"72.20Z","722021",596
3995,"72.20Z","722022",596
3996,"72.20Z","722023",596
3997,"72.20Z","722031",596
3998,"72.20Z","722032",596
3999,"72.20Z","722033",596
4000,"72.20Z","722041",596
4001,"72.20Z","722042",596
4002,"72.20Z","722043",596
4003,"72.20Z","722051",596
4004,"72.20Z","722052",596
4005,"72.20Z","722053",596
4006,"72.20Z","722060",596
4007,"73.11Z","731111",597
4008,"73.11Z","731112",597
4009,"73.11Z","731113",597
4010,"73.11Z","731119",597
4011,"73.12Z","731211",598
4012,"73.12Z","731212",598
4013,"73.12Z","731213",598
4014,"73.12Z","731214",598
4015,"73.12Z","731219",598
4016,"73.12Z","731220",598
4017,"73.20Z","732011",599
4018,"73.20Z","732012",599
4019,"73.20Z","732013",599
4020,"73.20Z","732014",599
4021,"73.20Z","732019",599
4022,"73.20Z","732020",599
4023,"74.10Z","741011",600
4024,"74.10Z","741012",600
4025,"74.10Z","741019",600
4026,"74.10Z","741020",600
4027,"74.20Z","742011",601
4028,"74.20Z","742012",601
4029,"74.20Z","742019",601
4030,"74.20Z","742021",601
4031,"74.20Z","742022",601
4032,"74.20Z","742023",601
4033,"74.20Z","742024",601
4034,"74.20Z","742029",601
4035,"74.20Z","742031",601
4036,"74.20Z","742032",601
4037,"74.20Z","742039",601
4038,"74.30Z","743011",602
4039,"74.30Z","743012",602
4040,"74.90A","749019",603
4041,"74.90B","749011",604
4042,"74.90B","749012",604
4043,"74.90B","749013",604
4044,"74.90B","749014",604
4045,"74.90B","749015",604
4046,"74.90B","749019",604
4047,"74.90B","749020",604
4048,"75.00Z","750011",605
4049,"75.00Z","750012",605
4050,"75.00Z","750019",605
4051,"77.11A","771110",606
4052,"77.11B","771110",607
4053,"77.12Z","771211",608
4054,"77.12Z","771219",608
4055,"77.21Z","772110",609
4056,"77.22Z","772210",610
4057,"77.29Z","772911",611
4058,"77.29Z","772912",611
4059,"77.29Z","772913",611
4060,"77.29Z","772914",611
4061,"77.29Z","772915",611
4062,"77.29Z","772916",611
4063,"77.29Z","772919",611
4064,"77.31Z","773110",612
4065,"77.32Z","773210",613
4066,"77.33Z","773311",614
4067,"77.34Z","773410",615
4068,"77.35Z","773510",616
4069,"77.39Z","773911",617
4070,"77.39Z","773912",617
4071,"77.39Z","773913",617
4072,"77.39Z","773914",617
4073,"77.39Z","773919",617
4074,"77.40Z","774011",618
4075,"77.40Z","774012",618
4076,"77.40Z","774013",618
4077,"77.40Z","774014",618
4078,"77.40Z","774019",618
4079,"78.10Z","781011",619
4080,"78.10Z","781012",619
4081,"78.20Z","782011",620
4082,"78.20Z","782012",620
4083,"78.20Z","782013",620
4084,"78.20Z","782014",620
4085,"78.20Z","782015",620
4086,"78.20Z","782016",620
4087,"78.20Z","782019",620
4088,"78.30Z","783011",621
4089,"78.30Z","783012",621
4090,"78.30Z","783013",621
4091,"78.30Z","783014",621
4092,"78.30Z","783015",621
4093,"78.30Z","783016",621
4094,"78.30Z","783019",621
4095,"79.11Z","791111",622
4096,"79.11Z","791112",622
4097,"79.11Z","791113",622
4098,"79.11Z","791114",622
4099,"79.11Z","791119",622
4100,"79.11Z","791121",622
4101,"79.11Z","791122",622
4102,"79.11Z","791123",622
4103,"79.12Z","791211",623
4104,"79.12Z","791212",623
4105,"79.90Z","799011",624
4106,"79.90Z","799012",624
4107,"79.90Z","799020",624
4108,"79.90Z","799031",624
4109,"79.90Z","799032",624
4110,"79.90Z","799039",624
4111,"80.10Z","801011",625
4112,"80.10Z","801012",625
4113,"80.10Z","801019",625
4114,"80.20Z","802010",626
4115,"80.30Z","803010",627
4116,"81.10Z","811010",628
4117,"81.21Z","812111",629
4118,"81.21Z","812112",629
4119,"81.22Z","812211",630
4120,"81.22Z","812212",630
4121,"81.22Z","812213",630
4122,"81.29A","812911",631
4123,"81.29B","812912",632
4124,"81.29B","812913",632
4125,"81.29B","812919",632
4126,"81.30Z","813011",633
4127,"81.30Z","813012",633
4128,"82.11Z","821110",634
4129,"82.19Z","821911",635
4130,"82.19Z","821912",635
4131,"82.19Z","821913",635
4132,"82.20Z","822010",636
4133,"82.30Z","823011",637
4134,"82.30Z","823012",637
4135,"82.91Z","829111",638
4136,"82.91Z","829112",638
4137,"82.92Z","829210",639
4138,"82.99Z","829911",640
4139,"82.99Z","829912",640
4140,"82.99Z","829919",640
4141,"84.11Z","841111",642
4142,"84.11Z","841112",642
4143,"84.11Z","841113",642
4144,"84.11Z","841114",642
4145,"84.11Z","841119",642
4146,"84.11Z","841121",642
4147,"84.11Z","841129",642
4148,"84.12Z","841211",643
4149,"84.12Z","841212",643
4150,"84.12Z","841213",643
4151,"84.12Z","841214",643
4152,"84.13Z","841311",644
4153,"84.13Z","841312",644
4154,"84.13Z","841313",644
4155,"84.13Z","841314",644
4156,"84.13Z","841315",644
4157,"84.13Z","841316",644
4158,"84.13Z","841317",644
4159,"84.13Z","841318",644
4160,"84.21Z","842111",645
4161,"84.21Z","842112",645
4162,"84.21Z","842113",645
4163,"84.22Z","842211",646
4164,"84.22Z","842212",646
4165,"84.23Z","842311",641
4166,"84.23Z","842312",641
4167,"84.24Z","842411",647
4168,"84.24Z","842419",647
4169,"84.25Z","842511",648
4170,"84.25Z","842519",648
4171,"84.30A","843011",649
4172,"84.30A","843012",649
4173,"84.30B","843012",650
4174,"84.30C","843013",651
4175,"84.30C","843014",651
4176,"85.10Z","851010",662
4177,"85.20Z","852011",652
4178,"85.20Z","852012",652
4179,"85.31Z","853111",653
4180,"85.31Z","853112",653
4181,"85.31Z","853121",653
4182,"85.31Z","853122",653
4183,"85.32Z","853211",654
4184,"85.32Z","853212",654
4185,"85.41Z","854111",655
4186,"85.41Z","854112",655
4187,"85.41Z","854113",655
4188,"85.41Z","854114",655
4189,"85.42Z","854211",656
4190,"85.42Z","854212",656
4191,"85.42Z","854221",656
4192,"85.42Z","854222",656
4193,"85.42Z","854231",656
4194,"85.42Z","854232",656
4195,"85.42Z","854241",656
4196,"85.42Z","854242",656
4197,"85.51Z","855110",657
4198,"85.52Z","855211",658
4199,"85.52Z","855212",658
4200,"85.52Z","855213",658
4201,"85.52Z","855219",658
4202,"85.53Z","855311",659
4203,"85.53Z","855312",659
4204,"85.59A","855911",660
4205,"85.59A","855912",660
4206,"85.59A","855913",660
4207,"85.59B","855911",661
4208,"85.59B","855912",661
4209,"85.59B","855914",661
4210,"85.59B","855919",661
4211,"85.60Z","856010",663
4212,"86.10Z","861011",664
4213,"86.10Z","861012",664
4214,"86.10Z","861013",664
4215,"86.10Z","861014",664
4216,"86.10Z","861015",664
4217,"86.10Z","861019",664
4218,"86.21Z","862110",665
4219,"86.22A","862211",666
4220,"86.22A","862219",666
4221,"86.22B","862219",667
4222,"86.22C","862219",668
4223,"86.23Z","862311",669
4224,"86.23Z","862319",669
4225,"86.90A","869014",670
4226,"86.90B","869015",671
4227,"86.90B","869017",671
4228,"86.90C","869016",672
4229,"86.90D","869011",673
4230,"86.90D","869012",673
4231,"86.90E","869013",674
4232,"86.90F","869018",675
4233,"86.90F","869019",675
4234,"87.10A","871010",676
4235,"87.10B","871010",677
4236,"87.10C","871010",678
4237,"87.20A","872011",679
4238,"87.20A","872012",679
4239,"87.20B","872011",680
4240,"87.20B","872012",680
4241,"87.30A","873011",681
4242,"87.30B","873012",682
4243,"87.30B","873013",682
4244,"87.90A","879011",683
4245,"87.90B","879012",684
4246,"87.90B","879013",684
4247,"88.10A","881011",685
4248,"88.10A","881014",685
4249,"88.10B","881012",686
4250,"88.10B","881015",686
4251,"88.10C","881013",687
4252,"88.91A","889111",688
4253,"88.91A","889113",688
4254,"88.91B","889112",689
4255,"88.99A","889911",690
4256,"88.99B","889912",691
4257,"88.99B","889913",691
4258,"88.99B","889919",691
4259,"90.01Z","900110",693
4260,"90.02Z","900211",694
4261,"90.02Z","900212",694
4262,"90.02Z","900219",694
4263,"90.03A","900311",695
4264,"90.03A","900313",695
4265,"90.03B","900311",696
4266,"90.03B","900312",696
4267,"90.04Z","900410",697
4268,"91.01Z","910111",698
4269,"91.01Z","910112",698
4270,"91.02Z","910210",699
4271,"91.02Z","910220",699
4272,"91.03Z","910310",700
4273,"91.04Z","910411",701
4274,"91.04Z","910412",701
4275,"92.00Z","920011",702
4276,"92.00Z","920012",702
4277,"92.00Z","920013",702
4278,"92.00Z","920014",702
4279,"92.00Z","920019",702
4280,"92.00Z","920021",702
4281,"92.00Z","920029",702
4282,"93.11Z","931110",692
4283,"93.12Z","931210",703
4284,"93.13Z","931310",704
4285,"93.19Z","931911",705
4286,"93.19Z","931912",705
4287,"93.19Z","931913",705
4288,"93.19Z","931919",705
4289,"93.21Z","932110",706
4290,"93.29Z","932911",707
4291,"93.29Z","932919",707
4292,"93.29Z","932921",707
4293,"93.29Z","932922",707
4294,"93.29Z","932929",707
4295,"94.11Z","941110",708
4296,"94.12Z","941210",709
4297,"94.20Z","942010",710
4298,"94.91Z","949110",715
4299,"94.92Z","949210",716
4300,"94.99Z","949911",717
4301,"94.99Z","949912",717
4302,"94.99Z","949913",717
4303,"94.99Z","949914",717
4304,"94.99Z","949915",717
4305,"94.99Z","949916",717
4306,"94.99Z","949917",717
4307,"94.99Z","949919",717
4308,"94.99Z","949920",717
4309,"95.11Z","951110",718
4310,"95.12Z","951210",719
4311,"95.21Z","952110",720
4312,"95.22Z","952210",721
4313,"95.23Z","952310",722
4314,"95.24Z","952410",723
4315,"95.25Z","952511",724
4316,"95.25Z","952512",724
4317,"95.29Z","952911",725
4318,"95.29Z","952912",725
4319,"95.29Z","952913",725
4320,"95.29Z","952914",725
4321,"95.29Z","952919",725
4322,"96.01A","960112",726
4323,"96.01A","960113",726
4324,"96.01A","960114",726
4325,"96.01A","960119",726
4326,"96.01B","960111",727
4327,"96.01B","960112",727
4328,"96.01B","960113",727
4329,"96.01B","960114",727
4330,"96.01B","960115",727
4331,"96.01B","960119",727
4332,"96.02A","960211",728
4333,"96.02A","960212",728
4334,"96.02A","960214",728
4335,"96.02A","960220",728
4336,"96.02B","960213",711
4337,"96.02B","960214",711
4338,"96.02B","960219",711
4339,"96.03Z","960311",712
4340,"96.03Z","960312",712
4341,"96.04Z","960410",713
4342,"96.09Z","960911",714
4343,"96.09Z","960912",714
4344,"96.09Z","960913",714
4345,"96.09Z","960919",714
4346,"97.00Z","970011",730
4347,"97.00Z","970012",730
4348,"97.00Z","970013",730
4349,"97.00Z","970014",730
4350,"97.00Z","970019",730
4351,"98.10Z","981010",729
4352,"98.20Z","982010",731
4353,"99.00Z","990010",732
