"id","hs4","cpf4","coef"
219,"1105","1031",0.3529412
220,"0712","1031",0.1764706
221,"2009","1032",1.0
222,"1202","1039",0.032967
223,"0803","1039",0.032967
224,"0813","1039",0.0659341
225,"0812","1039",0.0659341
226,"2001","1039",0.0659341
227,"2002","1039",0.0659341
228,"2003","1039",0.0659341
229,"0712","1039",0.032967
230,"2004","1039",0.032967
231,"0710","1039",0.032967
232,"2005","1039",0.021978
233,"2308","1039",0.0659341
234,"0802","1039",0.032967
235,"0801","1039",0.021978
236,"0804","1039",0.032967
237,"0811","1039",0.0659341
238,"0711","1039",0.0659341
239,"2007","1039",0.032967
240,"0806","1039",0.032967
241,"2008","1039",0.0659341
242,"0814","1039",0.0659341
243,"1521","1041",0.027027
244,"1516","1041",0.0540541
245,"1208","1041",0.0540541
246,"1515","1041",0.027027
247,"1514","1041",0.0540541
248,"1513","1041",0.0540541
249,"1512","1041",0.0540541
250,"1404","1041",0.027027
251,"1503","1041",0.0540541
252,"1504","1041",0.0540541
253,"1506","1041",0.0540541
254,"1507","1041",0.0540541
255,"1508","1041",0.0540541
256,"1509","1041",0.0540541
257,"1510","1041",0.0540541
258,"2304","1041",0.0540541
259,"2305","1041",0.0540541
260,"2306","1041",0.0540541
261,"1511","1041",0.0540541
262,"1522","1041",0.0540541
263,"1517","1042",1.0
264,"3501","1051",0.0506329
265,"0401","1051",0.1518987
266,"0406","1051",0.1518987
267,"1702","1051",0.0379747
268,"0405","1051",0.1518987
269,"0404","1051",0.1518987
270,"0402","1051",0.1518987
271,"0403","1051",0.1518987
272,"2105","1052",1.0
273,"1901","1061",0.0425532
274,"1104","1061",0.1276596
275,"1904","1061",0.1276596
276,"1106","1061",0.1276596
277,"1103","1061",0.1276596
278,"1006","1061",0.0638298
279,"1101","1061",0.1276596
280,"1102","1061",0.1276596
281,"2302","1061",0.1276596
282,"1199","1062",0.1518987
283,"1108","1062",0.1518987
284,"1799","1062",0.1518987
285,"3505","1062",0.0759494
286,"1903","1062",0.1518987
287,"2303","1062",0.0506329
288,"1515","1062",0.0759494
289,"1702","1062",0.0379747
290,"1109","1062",0.1518987
291,"1905","1071",1.0
292,"1905","1072",1.0
293,"1902","1073",1.0
294,"1703","1081",0.3870968
295,"1702","1081",0.0967742
296,"2303","1081",0.1290323
297,"1701","1081",0.3870968
298,"1704","1082",0.1428571
299,"2006","1082",0.1428571
300,"1805","1082",0.1428571
301,"1804","1082",0.1428571
302,"1803","1082",0.1428571
303,"1802","1082",0.1428571
304,"1806","1082",0.1428571
305,"2199","1083",0.2
306,"0901","1083",0.2
307,"2101","1083",0.4
308,"0902","1083",0.2
309,"0909","1084",0.0833333
310,"2103","1084",0.1666667
311,"2209","1084",0.1666667
312,"2501","1084",0.0833333
313,"0910","1084",0.0833333
314,"0908","1084",0.0833333
315,"0907","1084",0.0833333
316,"0906","1084",0.0833333
317,"0905","1084",0.0833333
318,"0904","1084",0.0833333
319,"1902","1085",0.5
320,"2106","1085",0.5
321,"1901","1086",0.1538462
322,"2005","1086",0.1538462
323,"1602","1086",0.2307692
324,"2007","1086",0.2307692
325,"2104","1086",0.2307692
326,"1603","1089",0.1263158
327,"2102","1089",0.1263158
328,"1702","1089",0.0315789
329,"0408","1089",0.1263158
330,"1302","1089",0.1263158
331,"1399","1089",0.1263158
332,"2104","1089",0.0631579
333,"0407","1089",0.0421053
334,"1901","1089",0.0421053
335,"3502","1089",0.0631579
336,"2199","1089",0.0631579
337,"2106","1089",0.0631579
338,"2309","1091",0.5
339,"1214","1091",0.5
340,"2309","1092",1.0
341,"2208","1101",1.0
342,"2204","1102",0.5
343,"2307","1102",0.5
344,"2206","1103",1.0
345,"2205","1104",1.0
346,"2203","1105",0.5454545
347,"2303","1105",0.1818182
348,"2202","1105",0.2727273
349,"1107","1106",1.0
350,"2201","1107",0.6666667
351,"2202","1107",0.3333333
352,"2403","1200",0.4
353,"2401","1200",0.2
354,"2402","1200",0.4
355,"5508","1310",0.03
356,"5509","1310",0.03
357,"5109","1310",0.03
358,"5510","1310",0.03
359,"5511","1310",0.03
360,"1505","1310",0.03
361,"5406","1310",0.03
362,"5403","1310",0.015
363,"5402","1310",0.015
364,"5401","1310",0.03
365,"5399","1310",0.015
366,"5308","1310",0.03
367,"5307","1310",0.03
368,"5306","1310",0.03
369,"5305","1310",0.03
370,"5303","1310",0.015
371,"5302","1310",0.015
372,"5301","1310",0.015
373,"5207","1310",0.03
374,"5206","1310",0.03
375,"5205","1310",0.03
376,"5204","1310",0.03
377,"5203","1310",0.03
378,"5202","1310",0.015
379,"5110","1310",0.03
380,"5108","1310",0.03
381,"5107","1310",0.03
382,"5106","1310",0.03
383,"5105","1310",0.03
384,"5104","1310",0.03
385,"5103","1310",0.015
386,"5101","1310",0.01
387,"5006","1310",0.03
388,"5005","1310",0.03
389,"5004","1310",0.03
390,"5002","1310",0.03
391,"5507","1310",0.03
392,"5506","1310",0.03
393,"5515","1320",0.039924
394,"5007","1320",0.039924
395,"5111","1320",0.039924
396,"5112","1320",0.039924
397,"5113","1320",0.039924
398,"5208","1320",0.039924
399,"5209","1320",0.039924
400,"5210","1320",0.039924
401,"5211","1320",0.039924
402,"5212","1320",0.039924
403,"5299","1320",0.039924
404,"5309","1320",0.039924
405,"5310","1320",0.039924
406,"5311","1320",0.039924
407,"5407","1320",0.039924
408,"5408","1320",0.039924
409,"5512","1320",0.039924
410,"5513","1320",0.039924
411,"5514","1320",0.039924
412,"5516","1320",0.039924
413,"5599","1320",0.019962
414,"5801","1320",0.039924
415,"5802","1320",0.039924
416,"5803","1320",0.039924
417,"5899","1320",0.039924
418,"7019","1320",0.019962
419,"9920","1320",0.0019011
420,"6004","1391",0.1242604
421,"9920","1391",0.0059172
422,"6005","1391",0.1242604
423,"6006","1391",0.1242604
424,"6099","1391",0.1242604
425,"4304","1391",0.1242604
426,"6001","1391",0.1242604
427,"6002","1391",0.1242604
428,"6003","1391",0.1242604
429,"6303","1392",0.0948081
430,"8804","1392",0.0948081
431,"6304","1392",0.0948081
432,"9920","1392",0.0045147
433,"6305","1392",0.0948081
434,"6302","1392",0.0948081
435,"6301","1392",0.0474041
436,"6399","1392",0.0948081
437,"6308","1392",0.0948081
438,"9404","1392",0.0474041
439,"6307","1392",0.0474041
440,"5805","1392",0.0948081
441,"6306","1392",0.0948081
442,"5702","1393",0.2
443,"5703","1393",0.2
444,"5704","1393",0.2
445,"5705","1393",0.2
446,"5701","1393",0.2
447,"5609","1394",0.25
448,"5608","1394",0.25
449,"5607","1394",0.25
450,"6310","1394",0.25
451,"5603","1395",1.0
452,"5901","1396",0.0714286
453,"5604","1396",0.0714286
454,"5605","1396",0.0714286
455,"5911","1396",0.0714286
456,"5910","1396",0.0714286
457,"5909","1396",0.0714286
458,"5908","1396",0.0714286
459,"5907","1396",0.0714286
460,"5903","1396",0.0714286
461,"5902","1396",0.0714286
462,"5809","1396",0.0714286
463,"5808","1396",0.0714286
464,"5807","1396",0.0714286
465,"5806","1396",0.0714286
466,"5606","1399",0.1666667
467,"5810","1399",0.1666667
468,"5804","1399",0.1666667
469,"5601","1399",0.0833333
470,"5602","1399",0.1666667
471,"5811","1399",0.1666667
472,"9616","1399",0.0833333
473,"4203","1411",1.0
474,"6203","1412",0.3333333
475,"6204","1412",0.3333333
476,"6211","1412",0.3333333
477,"6103","1413",0.125
478,"6101","1413",0.125
479,"6202","1413",0.125
480,"6309","1413",0.125
481,"6201","1413",0.125
482,"6203","1413",0.0625
483,"6204","1413",0.0625
484,"6104","1413",0.125
485,"6102","1413",0.125
486,"6208","1414",0.1
487,"6109","1414",0.1
488,"6108","1414",0.1
489,"6107","1414",0.1
490,"6106","1414",0.1
491,"6105","1414",0.1
492,"6212","1414",0.1
493,"6207","1414",0.1
494,"6206","1414",0.1
495,"6205","1414",0.1
496,"6299","1419",0.0451856
497,"6505","1419",0.0451856
498,"6504","1419",0.0451856
499,"6502","1419",0.0451856
500,"6501","1419",0.0451856
501,"6214","1419",0.0451856
502,"6506","1419",0.0150619
503,"6213","1419",0.0451856
504,"6111","1419",0.0451856
505,"6599","1419",0.0451856
506,"6217","1419",0.0451856
507,"6215","1419",0.0451856
508,"6507","1419",0.0451856
509,"4203","1419",0.0112964
510,"6112","1419",0.0451856
511,"6211","1419",0.0225928
512,"6113","1419",0.0451856
513,"6210","1419",0.0451856
514,"6209","1419",0.0451856
515,"6114","1419",0.0451856
516,"6116","1419",0.0451856
517,"6117","1419",0.0451856
518,"6199","1419",0.0451856
519,"9920","1419",0.0021517
520,"6216","1419",0.0451856
521,"4303","1420",1.0
522,"6115","1431",1.0
523,"6110","1439",1.0
524,"4107","1511",0.1176471
525,"4115","1511",0.0588235
526,"4114","1511",0.1176471
527,"4113","1511",0.1176471
528,"4302","1511",0.1176471
529,"4106","1511",0.1176471
530,"4105","1511",0.1176471
531,"4104","1511",0.1176471
532,"4112","1511",0.1176471
533,"9113","1512",0.0619469
534,"9920","1512",0.0088496
535,"4201","1512",0.1858407
536,"4299","1512",0.1858407
537,"9605","1512",0.1858407
538,"4205","1512",0.1858407
539,"4202","1512",0.1858407
540,"6404","1520",0.1858407
541,"6499","1520",0.1858407
542,"6405","1520",0.1858407
543,"6406","1520",0.0619469
544,"9920","1520",0.0088496
545,"6402","1520",0.0929204
546,"6403","1520",0.0929204
547,"6401","1520",0.1858407
548,"4405","1610",0.173913
549,"4403","1610",0.0869565
550,"4407","1610",0.173913
551,"4404","1610",0.173913
552,"4406","1610",0.173913
553,"4401","1610",0.0434783
554,"4409","1610",0.173913
555,"4412","1621",0.2
556,"4408","1621",0.2
557,"4410","1621",0.2
558,"4411","1621",0.2
559,"4413","1621",0.2
560,"4418","1622",1.0
561,"9406","1623",0.4
562,"4418","1623",0.6
563,"4415","1624",0.5
564,"4416","1624",0.5
565,"4420","1629",0.0888889
566,"9614","1629",0.0444444
567,"4419","1629",0.0888889
568,"4421","1629",0.0444444
569,"4501","1629",0.0444444
570,"4417","1629",0.0888889
571,"4502","1629",0.0888889
572,"4401","1629",0.0222222
573,"4414","1629",0.0888889
574,"6603","1629",0.0444444
575,"4503","1629",0.0888889
576,"4504","1629",0.0888889
577,"4601","1629",0.0888889
578,"4602","1629",0.0888889
579,"4706","1711",0.1666667
580,"4701","1711",0.1666667
581,"4705","1711",0.1666667
582,"4702","1711",0.1666667
583,"4704","1711",0.1666667
584,"4703","1711",0.1666667
585,"4809","1712",0.0869565
586,"4803","1712",0.0869565
587,"4802","1712",0.0869565
588,"4801","1712",0.0869565
589,"4813","1712",0.0434783
590,"4811","1712",0.0869565
591,"4810","1712",0.0869565
592,"4808","1712",0.0434783
593,"4899","1712",0.0434783
594,"4807","1712",0.0869565
595,"4806","1712",0.0869565
596,"4805","1712",0.0869565
597,"4804","1712",0.0869565
598,"4808","1721",0.3333333
599,"4819","1721",0.6666667
600,"9619","1722",0.2142857
601,"4823","1722",0.1428571
602,"5601","1722",0.2142857
603,"4818","1722",0.4285714
604,"4816","1723",0.3
605,"4823","1723",0.1
606,"4820","1723",0.3
607,"4817","1723",0.3
608,"4814","1724",0.5
609,"5905","1724",0.5
610,"4821","1729",0.2307692
611,"4822","1729",0.2307692
612,"4823","1729",0.0769231
613,"4899","1729",0.1153846
614,"4812","1729",0.2307692
615,"4813","1729",0.1153846
616,"8442","1813",1.0
617,"2708","1910",0.3333333
618,"2706","1910",0.3333333
619,"2704","1910",0.3333333
620,"2702","1920",0.125
621,"2713","1920",0.25
622,"2701","1920",0.125
623,"2712","1920",0.25
624,"2711","1920",0.125
625,"2710","1920",0.125
626,"2804","2011",0.3333333
627,"2853","2011",0.3333333
628,"2811","2011",0.3333333
629,"2817","2012",0.0689655
630,"2820","2012",0.0689655
631,"2819","2012",0.0689655
632,"2821","2012",0.0689655
633,"3201","2012",0.0689655
634,"3202","2012",0.0689655
635,"3203","2012",0.0689655
636,"3204","2012",0.0689655
637,"2825","2012",0.0344828
638,"2824","2012",0.0689655
639,"2823","2012",0.0689655
640,"2822","2012",0.0689655
641,"3205","2012",0.0689655
642,"3206","2012",0.0689655
643,"3299","2012",0.0689655
644,"8401","2013",0.0085837
645,"2853","2013",0.0128755
646,"2852","2013",0.0257511
647,"2828","2013",0.0257511
648,"2827","2013",0.0128755
649,"2850","2013",0.0257511
650,"2849","2013",0.0257511
651,"2847","2013",0.0257511
652,"2846","2013",0.0257511
653,"2845","2013",0.0257511
654,"2844","2013",0.0085837
655,"2843","2013",0.0257511
656,"2842","2013",0.0257511
657,"2841","2013",0.0257511
658,"2840","2013",0.0257511
659,"2839","2013",0.0257511
660,"2837","2013",0.0257511
661,"2826","2013",0.0257511
662,"2825","2013",0.0128755
663,"2836","2013",0.0257511
664,"2835","2013",0.0257511
665,"2834","2013",0.0128755
666,"2833","2013",0.0257511
667,"2832","2013",0.0257511
668,"2831","2013",0.0257511
669,"2830","2013",0.0257511
670,"2829","2013",0.0257511
671,"2818","2013",0.0085837
672,"2816","2013",0.0257511
673,"2815","2013",0.0257511
674,"2813","2013",0.0257511
675,"2812","2013",0.0257511
676,"2811","2013",0.0128755
677,"2810","2013",0.0257511
678,"2809","2013",0.0257511
679,"2807","2013",0.0257511
680,"2806","2013",0.0257511
681,"2805","2013",0.0257511
682,"2804","2013",0.0128755
683,"2803","2013",0.0257511
684,"2899","2013",0.0085837
685,"2802","2013",0.0257511
686,"2801","2013",0.0257511
687,"7104","2013",0.0128755
688,"2601","2013",0.0128755
689,"2503","2013",0.0128755
690,"3804","2014",0.0227027
691,"3507","2014",0.0227027
692,"4402","2014",0.0227027
693,"2901","2014",0.0227027
694,"2902","2014",0.0227027
695,"2903","2014",0.0227027
